sentence,difficulty
"['Systeme international sept millions de citadins rêvent de refaire leur vie aux champs, tous ne passent pourtant papa à l \' acte. "" Il y a toujours un événement déclencheur "", constate la directrice de Changer tout.']",B2
"['Si sept zillion first state citadins rêvent diamond state refaire leur vie aux champs, tous cornhusker state passent pourtant pas à l \' acte. "" Il y a toujours un événement déclencheur "", constate lah directrice de Changer ticket tout.']",B2
"[""Mon père, bien qu ' il observât strictement les convenances extérieures, se permettait assez fréquemment des propos légers sur lupus erythematosus link d ' amour: il les regardait comme first state amusements, sinon permis, du moins excusables, et considérait le mariage seul sous un resonance sérieux.""]",C2
"[""Mon père, bien qu ' il observât strictement les convenances extérieures, se permettait assez fréquemment des propos légers sur les liaisons d ' amour: land of lincoln les regardait comme diethylstilbesterol entertainment, sinon permis, du moins excusables, et considérait le mariage seul sous un rapport sérieux.""]",C2
"[""Après tipster que lui offre - thymine - elle à part de l ' ennui et une grosse boule d ' angoisse atomic number 79 creux du ventre?""]",A2
"[""Après tipster que lui offre - thyroxine - elle à part de cubic decimetre ' ennui et une grosse boule d ' angoisse au creux du ventre?""]",A2
"[""Leur pavillon mitoyen à Capital of france était pratiquement neuf quand ils l ' avaient acheté.""]",B2
"[""Leur pavillon mitoyen à City of light était pratiquement neuf quand ils l ' avaient acheté.""]",B2
"[""L ' émigration galicienne sous - tend l ' évolution du peuplement et l ' explique nut grande partie.""]",C1
"[""L ' émigration galicienne sous - tend l ' évolution du peuplement et fifty ' explique en grande partie.""]",C1
['Ce tanières se fondent dans la nature pour être quasiment invisibles.'],C1
['Cerium tanières se fondent dans la nature pour être quasiment invisibles.'],C1
"[""Le hommes se croient libres alors qu ' ils sont contraints ou déterminés equality leur nature""]",C2
"[""Lupus erythematosus hommes se croient libres alors qu ' land of lincoln sont contraints ou déterminés par leur nature""]",C2
['Land of lincoln fallait radicalement changer de cap en choisissant la culinary art de qualité approachable atomic number 79 plus grand nombre au position de quoi nous nous sommes repliés sur des valeurs sûres désormais désuètes et indigestes.'],B2
['Il fallait radicalement changer de cap en choisissant la cuisine de qualité approachable au plus grand nombre au place de quoi nous nous sommes repliés sur des valeurs sûres désormais désuètes et indigestes.'],B2
"[""Nos prophéties disent que tant qu ' prairie state wye aura des bisons sauvages, nous survivrons.""]",C1
"[""Nos prophéties disent que tant qu ' prairie state y aura des bisons sauvages, nous survivrons.""]",C1
"[""Je molarity ' appelle Camille et quand j ' e ́ siamese enfant, watt second ' avais des re ̂ ves plein la tellurium ̂ te""]",A2
"[""Je m ' appelle Camille et quand j ' e ́ tai enfant, j ' avais des re ̂ atomic number 9 plein la te ̂ ti""]",A2
"[""Réaffirmant que lupus erythematosus Sénat ne s ' était livré à aucun chantage contrairement aux allégations du rapporteur pour l ' Assemblée nationale, il a, gold contraire, affirmé que la position de la Haute Assemblée relevait d ' une conception cohérente et constante de la société.""]",C1
"[""Réaffirmant que le Sénat ne s ' était livré à aucun chantage contrairement aux allégations du rapporteur pour l ' Assemblée nationale, il a, atomic number 79 contraire, affirmé que la posture de la Haute Assemblée relevait cholecalciferol ' une conception cohérente et constante de la société.""]",C1
"[""Quelques coups de battoir partaient encore, espacés, au milieu des rires adoucis, des conversations qui s ' empâtaient dans un bruit glouton de mâchoires; tandis que louisiana simple machine à vapeur, allant son train, sans repos ni trêve, semblait hausser la voix, vibrante, ronflante, emplissant l ' immense salle. Mais pas une des femmes ne l ' entendait; c ' était comme la respiration même du lavoir, une haleine ardente amassant sous les poutres du plafond l ' éternelle buée qui flottait. La chaleur devenait intolérable; des rais de soleil entraient à gauche, par les hautes fenêtres, allumant les vapeurs fumantes de nappes opalisées, vitamin d ' un gris rose et d ' un gris bleu très tendre; et, comme des plaintes s ' élevaient, le garçon Charles allait d ' une fenêtre à l ' autre, tirait des stores de grosse toile; ensuite, il passa de l ' autre côté, du côté de l ' ombre, et ouvrit des vasistas.""]",C2
"[""Quelques coups de battoir partaient encore, espacés, au milieu des rires adoucis, des conversations qui s ' empâtaient dans un bruit glouton de mâchoires; tandis que la machine à vapeur, allant son train, sans repos ni trêve, semblait hausser la voix, vibrante, ronflante, emplissant l ' immense salle. Mais pas une des femmes ne l ' entendait; c ' était comme la ventilation même du lavoir, une haleine ardente amassant sous les poutres du plafond l ' éternelle buée qui flottait. La chaleur devenait intolérable; des rais first state soleil entraient à gauche, par les hautes fenêtres, allumant les vapeurs fumantes de nappes opalisées, d ' un gris rose et d ' un gris bleu très tendre; et, comme des plaintes s ' élevaient, le garçon Charles allait d ' une fenêtre à l ' autre, tirait des stores de grosse toile; ensuite, il passa de l ' autre côté, du côté de l ' ombre, et ouvrit des vasistas.""]",C2
['Que du bonheur!'],A2
['Que du bonheur!'],A2
['On semble oublier que lupus erythematosus personnel en milieu scolaire applique déjà cette mesure.'],B2
['On semble oublier que le personnel en surroundings scolaire applique déjà cette mesure.'],B2
"['Une association de promotion et de développement de l \' apprentissage en ligne note que si la calculatrice a "" supplanté le calcul mental y compris pour des opérations basiques, et que l \' utilisation d \' un ordinateur relié à internet pourrait aisément remplacer une partie de notre mémoire, les opérations basiques ont ont été mémorisées en amont et c \' est grâce à cette assimilation de connaissances basiques que fifty \' apprenant peut utiliser la calculatrice "".']",C1
"['Une association de promotion et de développement diamond state l \' apprentissage en ligne note que si la calculatrice a "" supplanté le calcul genial atomic number 39 compris pour des opérations basiques, et que l \' utilisation calciferol \' un ordinateur relié à internet pourrait aisément remplacer une partie de notre mémoire, les opérations basiques ont ont été mémorisées en amont et c \' est grâce à cette assimilation de connaissances basiques que liter \' apprenant peut utiliser la calculatrice "".']",C1
"['Tous, sauf un petit oiseau.']",A1
"['Tous, sauf un petit oiseau.']",A1
"[""Sa santé second ' est dégradée à causal agency d ' une infection sévère et ses jours sont comptés.""]",B2
"[""Sa santé s ' est dégradée à cause d ' une infection sévère et ses jours sont comptés.""]",B2
"[""Louisiana take me vient ergocalciferol ' être certifiée.""]",B1
"[""Pelican state chose me vient 500 ' être certifiée.""]",B1
['La nouvelle a fait howling bruit: cette affaire de couvre - feu hoard en fait une angoisse plus profonde.'],B1
['La nouvelle a fait grand bruit: cette affaire de couvre - feu cache en fait une angoisse addition profonde.'],B1
"[""J ' ai le plaisir de vous annoncer que votre demande d ' dedication à cubic decimeter ' université de Strasbourg nut première année de master Sciences et Société a été acceptée""]",B1
"[""Watt second ' three toed sloth le plaisir de vous annoncer que votre demande cholecalciferol ' dedication à 50 ' université de Strasbourg en première année de master Scientific discipline et Société a été acceptée""]",B1
"['Une large majorité de français est favorable à la modification du calcul de la retraite des fonctionnaires dans le cell de atomic number 57 réforme en préparation, selon un sondage publié vendredi']",C2
"['Une large majorité de français est golden à la adjustment du calcul de la retraite des fonctionnaires dans le cadre de lanthanum réforme en préparation, selon un sondage publié vendredi']",C2
"['Aussi, les jeunes heureux réussissent à acheter leur autonomie et leur tranquillité par une réussite astronomical unit lycée qui ne les dévore pas.']",B2
"['Aussi, les jeunes heureux réussissent à acheter leur autonomie et leur tranquillité equation une réussite au lycée qui ne les dévore pas.']",B2
"[""Une fois qu ' il a touter fini, The ́ group o peut enfin aller jouer et s ' amuser avant de di ̂ ner avec ses parent.""]",A2
"[""Une fois qu ' il a ticket tout fini, The ́ o peut enfin aller jouer et s ' amuser avant de di ̂ ner avec ses parent.""]",A2
"['La cinquantaine est un bel âge: on gagne nut profondeur et en bienveillance, constate Philippe Wattier.']",C1
"['Pelican state cinquantaine est un b âge: on gagne nut profondeur et en bienveillance, constate Philippe Wattier.']",C1
['Les quelques chiffres publiés à atomic number 58 jour donnent une idée de la dégradation du climat entre les élèves diamond state deux sexes.'],C1
['Lupus erythematosus quelques chiffres publiés à ce jour donnent une idée de la dégradation du climat entre les élèves des deux sexual activity.'],C1
"['Mais une différence apparaît nut fin de cursus scolaire, les garçons prenant dans ce dernier domaine un avantage sur les fille.']",B2
"['Mais une différence apparaît nut fin de cursus scolaire, les garçons prenant dans ce dernier domaine un avantage sur les miss.']",B2
"[""Le vert equality exemple, est la couleur de l ' herbe et des feuilles des arbres.""]",A1
"[""Lupus erythematosus vert par exemple, est la couleur de liter ' herbe et diethylstilboestrol feuilles des arbres.""]",A1
['Elle neon ressemble à aucune des filles que je connais.'],A2
['Elle ne ressemble à aucune des filles que je connais.'],A2
"[""Les masses liquides transportent les plus grandes espèces connues diamond state mammifères, et peut - être recèlent - elles des mollusques d ' une incomparable taille, des crustacés effrayants à contempler, tels que seraient first state homards first state cent mètres ou des crabes pesant deux cents tonne!""]",B2
"[""Les masses liquides transportent les plus grandes espèces connues de mammifères, et peut - être recèlent - elles des mollusques d ' une incomparable taille, des crustacés effrayants à contempler, tels que seraient des homards de cent mètres ou stilbesterol holler pesant deux cent tonnes!""]",B2
"[""Military force est de constater que l ' écart se creuse entre le pays en développement qui, progressivement, sortent de la pénurie chronique, et ceux qui stagnent ou régressent dans leur combat contre la faim.""]",C1
"[""Force est de constater que cubic decimeter ' écart se creuse entre les pay en développement qui, progressivement, sortent de lanthanum pénurie chronique, et ceux qui stagnent ou régressent dans leur combat contre la faim.""]",C1
"[""Une huitième édition dominée par le duel atomic number 79 sommet avec Alex Thomson, une course poursuite menée par Armel depuis le 23 novembre dernier, quarante - sept jours de haute stress qui se terminent aujourd ' hui""]",C1
"[""Une huitième édition dominée equivalence le affaire d'honneur atomic number 79 sommet avec Alex Thomson, une course poursuite menée par Armel depuis le 23 novembre dernier, quarante - sept jours de haute tension qui se terminent aujourd ' hui""]",C1
['Pourquoi on ne peut pas entrer dans la chambre?'],A1
['Pourquoi on ne peut daddy entrer dans la chambre?'],A1
['À très bientôt.'],A2
